in s,C1 in V
-1.0344E-06,-2.83203E-03
-1.0340E-06,1.66992E-02
-1.0336E-06,3.13477E-02
-1.0332E-06,1.18164E-02
-1.0328E-06,1.18164E-02
-1.0324E-06,1.66992E-02
-1.0320E-06,2.15820E-02
-1.0316E-06,6.93359E-03
-1.0312E-06,1.18164E-02
-1.0308E-06,2.15820E-02
-1.0304E-06,2.05078E-03
-1.0300E-06,2.15820E-02
-1.0296E-06,1.18164E-02
-1.0292E-06,2.05078E-03
-1.0288E-06,2.05078E-03
-1.0284E-06,1.18164E-02
-1.0280E-06,2.05078E-03
-1.0276E-06,6.93359E-03
-1.0272E-06,2.05078E-03
-1.0268E-06,-2.83203E-03
-1.0264E-06,2.05078E-03
-1.0260E-06,2.15820E-02
-1.0256E-06,1.66992E-02
-1.0252E-06,-2.83203E-03
-1.0248E-06,6.93359E-03
-1.0244E-06,6.93359E-03
-1.0240E-06,2.05078E-03
-1.0236E-06,1.66992E-02
-1.0232E-06,1.18164E-02
-1.0228E-06,2.05078E-03
-1.0224E-06,1.66992E-02
-1.0220E-06,1.18164E-02
-1.0216E-06,6.93359E-03
-1.0212E-06,1.18164E-02
-1.0208E-06,-1.25977E-02
-1.0204E-06,-1.25977E-02
-1.0200E-06,6.93359E-03
-1.0196E-06,6.93359E-03
-1.0192E-06,3.13477E-02
-1.0188E-06,2.05078E-03
-1.0184E-06,2.64648E-02
-1.0180E-06,5.08789E-02
-1.0176E-06,9.97070E-02
-1.0172E-06,1.68066E-01
-1.0168E-06,2.51074E-01
-1.0164E-06,3.43848E-01
-1.0160E-06,4.46387E-01
-1.0156E-06,5.39160E-01
-1.0152E-06,6.36816E-01
-1.0148E-06,7.54004E-01
-1.0144E-06,8.32129E-01
-1.0140E-06,9.15137E-01
-1.0136E-06,9.93262E-01
-1.0132E-06,1.07627E+00
-1.0128E-06,1.11533E+00
-1.0124E-06,1.17393E+00
-1.0120E-06,1.19834E+00
-1.0116E-06,1.21787E+00
-1.0112E-06,1.22275E+00
-1.0108E-06,1.27158E+00
-1.0104E-06,1.26670E+00
-1.0100E-06,1.27646E+00
-1.0096E-06,1.29600E+00
-1.0092E-06,1.28135E+00
-1.0088E-06,1.31064E+00
-1.0084E-06,1.32529E+00
-1.0080E-06,1.35459E+00
-1.0076E-06,1.34482E+00
-1.0072E-06,1.36436E+00
-1.0068E-06,1.40342E+00
-1.0064E-06,1.42295E+00
-1.0060E-06,1.46201E+00
-1.0056E-06,1.47666E+00
-1.0052E-06,1.50107E+00
-1.0048E-06,1.54014E+00
-1.0044E-06,1.55479E+00
-1.0040E-06,1.55967E+00
-1.0036E-06,1.58408E+00
-1.0032E-06,1.59385E+00
-1.0028E-06,1.59873E+00
-1.0024E-06,1.61338E+00
-1.0020E-06,1.61338E+00
-1.0016E-06,1.64268E+00
-1.0012E-06,1.63291E+00
-1.0008E-06,1.65732E+00
-1.0004E-06,1.67686E+00
-1.0000E-06,1.70127E+00
-9.9960E-07,1.71592E+00
-9.9920E-07,1.72568E+00
-9.9880E-07,1.75986E+00
-9.9840E-07,1.76475E+00
-9.9800E-07,1.77939E+00
-9.9760E-07,1.79404E+00
-9.9720E-07,1.79893E+00
-9.9680E-07,1.81357E+00
-9.9640E-07,1.83311E+00
-9.9600E-07,1.86240E+00
-9.9560E-07,1.83799E+00
-9.9520E-07,1.85752E+00
-9.9480E-07,1.86729E+00
-9.9440E-07,1.89658E+00
-9.9400E-07,1.89658E+00
-9.9360E-07,1.90146E+00
-9.9320E-07,1.90146E+00
-9.9280E-07,1.90635E+00
-9.9240E-07,1.93564E+00
-9.9200E-07,1.93564E+00
-9.9160E-07,1.93564E+00
-9.9120E-07,1.95029E+00
-9.9080E-07,1.96982E+00
-9.9040E-07,1.96982E+00
-9.9000E-07,1.97471E+00
-9.8960E-07,1.97471E+00
-9.8920E-07,1.99912E+00
-9.8880E-07,2.00400E+00
-9.8840E-07,2.01865E+00
-9.8800E-07,2.02842E+00
-9.8760E-07,2.03818E+00
-9.8720E-07,2.02842E+00
-9.8680E-07,2.04795E+00
-9.8640E-07,2.05771E+00
-9.8600E-07,2.06260E+00
-9.8560E-07,2.07236E+00
-9.8520E-07,2.07725E+00
-9.8480E-07,2.10166E+00
-9.8440E-07,2.09678E+00
-9.8400E-07,2.09678E+00
-9.8360E-07,2.09189E+00
-9.8320E-07,2.10654E+00
-9.8280E-07,2.11631E+00
-9.8240E-07,2.12607E+00
-9.8200E-07,2.13096E+00
-9.8160E-07,2.13096E+00
-9.8120E-07,2.12607E+00
-9.8080E-07,2.13096E+00
-9.8040E-07,2.13096E+00
-9.8000E-07,2.15049E+00
-9.7960E-07,2.16025E+00
-9.7920E-07,2.14561E+00
-9.7880E-07,2.14561E+00
-9.7840E-07,2.15537E+00
-9.7800E-07,2.16025E+00
-9.7760E-07,2.17002E+00
-9.7720E-07,2.17490E+00
-9.7680E-07,2.19443E+00
-9.7640E-07,2.18955E+00
-9.7600E-07,2.20420E+00
-9.7560E-07,2.20420E+00
-9.7520E-07,2.20908E+00
-9.7480E-07,2.20420E+00
-9.7440E-07,2.20420E+00
-9.7400E-07,2.22373E+00
-9.7360E-07,2.22373E+00
-9.7320E-07,2.22373E+00
-9.7280E-07,2.23838E+00
-9.7240E-07,2.24814E+00
-9.7200E-07,2.22373E+00
-9.7160E-07,2.23350E+00
-9.7120E-07,2.25303E+00
-9.7080E-07,2.24326E+00
-9.7040E-07,2.27256E+00
-9.7000E-07,2.26768E+00
-9.6960E-07,2.26768E+00
-9.6920E-07,2.24814E+00
-9.6880E-07,2.27256E+00
-9.6840E-07,2.25791E+00
-9.6800E-07,2.27744E+00
-9.6760E-07,2.27744E+00
-9.6720E-07,2.27256E+00
-9.6680E-07,2.29209E+00
-9.6640E-07,2.28232E+00
-9.6600E-07,2.28232E+00
-9.6560E-07,2.30186E+00
-9.6520E-07,2.30186E+00
-9.6480E-07,2.29697E+00
-9.6440E-07,2.30186E+00
-9.6400E-07,2.29697E+00
-9.6360E-07,2.30674E+00
-9.6320E-07,2.31650E+00
-9.6280E-07,2.29697E+00
-9.6240E-07,2.32627E+00
-9.6200E-07,2.32627E+00
-9.6160E-07,2.31162E+00
-9.6120E-07,2.31162E+00
-9.6080E-07,2.31650E+00
-9.6040E-07,2.33115E+00
-9.6000E-07,2.33604E+00
-9.5960E-07,2.31650E+00
-9.5920E-07,2.32139E+00
-9.5880E-07,2.33604E+00
-9.5840E-07,2.33604E+00
-9.5800E-07,2.34092E+00
-9.5760E-07,2.35068E+00
-9.5720E-07,2.34092E+00
-9.5680E-07,2.34092E+00
-9.5640E-07,2.35557E+00
-9.5600E-07,2.34580E+00
-9.5560E-07,2.34580E+00
-9.5520E-07,2.35068E+00
-9.5480E-07,2.36045E+00
-9.5440E-07,2.36533E+00
-9.5400E-07,2.38486E+00
-9.5360E-07,2.37021E+00
-9.5320E-07,2.36533E+00
-9.5280E-07,2.36533E+00
-9.5240E-07,2.37998E+00
-9.5200E-07,2.37998E+00
-9.5160E-07,2.37998E+00
-9.5120E-07,2.36533E+00
-9.5080E-07,2.37021E+00
-9.5040E-07,2.36045E+00
-9.5000E-07,2.37021E+00
-9.4960E-07,2.39951E+00
-9.4920E-07,2.39463E+00
-9.4880E-07,2.38486E+00
-9.4840E-07,2.38486E+00
-9.4800E-07,2.37998E+00
-9.4760E-07,2.38975E+00
-9.4720E-07,2.38486E+00
-9.4680E-07,2.37998E+00
-9.4640E-07,2.38975E+00
-9.4600E-07,2.38486E+00
-9.4560E-07,2.39463E+00
-9.4520E-07,2.39463E+00
-9.4480E-07,2.38975E+00
-9.4440E-07,2.38975E+00
-9.4400E-07,2.40439E+00
-9.4360E-07,2.39463E+00
-9.4320E-07,2.39951E+00
-9.4280E-07,2.38975E+00
-9.4240E-07,2.39951E+00
-9.4200E-07,2.41416E+00
-9.4160E-07,2.40439E+00
-9.4120E-07,2.39951E+00
-9.4080E-07,2.38486E+00
-9.4040E-07,2.39463E+00
-9.4000E-07,2.39463E+00
-9.3960E-07,2.38975E+00
-9.3920E-07,2.39463E+00
-9.3880E-07,2.41416E+00
-9.3840E-07,2.39951E+00
-9.3800E-07,2.41416E+00
-9.3760E-07,2.40439E+00
-9.3720E-07,2.41904E+00
-9.3680E-07,2.40928E+00
-9.3640E-07,2.41904E+00
-9.3600E-07,2.41416E+00
-9.3560E-07,2.40928E+00
-9.3520E-07,2.40439E+00
-9.3480E-07,2.40928E+00
-9.3440E-07,2.42393E+00
-9.3400E-07,2.40928E+00
-9.3360E-07,2.41416E+00
-9.3320E-07,2.41904E+00
-9.3280E-07,2.41416E+00
-9.3240E-07,2.40928E+00
-9.3200E-07,2.41416E+00
-9.3160E-07,2.41416E+00
-9.3120E-07,2.42881E+00
-9.3080E-07,2.41904E+00
-9.3040E-07,2.41904E+00
-9.3000E-07,2.42393E+00
-9.2960E-07,2.41416E+00
-9.2920E-07,2.43369E+00
-9.2880E-07,2.43369E+00
-9.2840E-07,2.43369E+00
-9.2800E-07,2.43857E+00
-9.2760E-07,2.41904E+00
-9.2720E-07,2.42881E+00
-9.2680E-07,2.42393E+00
-9.2640E-07,2.42881E+00
-9.2600E-07,2.43857E+00
-9.2560E-07,2.43369E+00
-9.2520E-07,2.40439E+00
-9.2480E-07,2.42393E+00
-9.2440E-07,2.41904E+00
-9.2400E-07,2.42393E+00
-9.2360E-07,2.42881E+00
-9.2320E-07,2.43369E+00
-9.2280E-07,2.45322E+00
-9.2240E-07,2.43369E+00
-9.2200E-07,2.42393E+00
-9.2160E-07,2.43369E+00
-9.2120E-07,2.43857E+00
-9.2080E-07,2.44346E+00
-9.2040E-07,2.44346E+00
-9.2000E-07,2.43369E+00
-9.1960E-07,2.43857E+00
-9.1920E-07,2.43369E+00
-9.1880E-07,2.43857E+00
-9.1840E-07,2.41904E+00
-9.1800E-07,2.42393E+00
-9.1760E-07,2.43857E+00
-9.1720E-07,2.43857E+00
-9.1680E-07,2.43369E+00
-9.1640E-07,2.43857E+00
-9.1600E-07,2.43857E+00
-9.1560E-07,2.43857E+00
-9.1520E-07,2.44834E+00
-9.1480E-07,2.43857E+00
-9.1440E-07,2.42881E+00
-9.1400E-07,2.43857E+00
-9.1360E-07,2.42881E+00
-9.1320E-07,2.42881E+00
-9.1280E-07,2.44346E+00
-9.1240E-07,2.42393E+00
-9.1200E-07,2.42881E+00
-9.1160E-07,2.43857E+00
-9.1120E-07,2.41904E+00
-9.1080E-07,2.42881E+00
-9.1040E-07,2.44834E+00
-9.1000E-07,2.45322E+00
-9.0960E-07,2.44834E+00
-9.0920E-07,2.41904E+00
-9.0880E-07,2.45322E+00
-9.0840E-07,2.44834E+00
-9.0800E-07,2.43857E+00
-9.0760E-07,2.44346E+00
-9.0720E-07,2.45322E+00
-9.0680E-07,2.44834E+00
-9.0640E-07,2.44346E+00
-9.0600E-07,2.43369E+00
-9.0560E-07,2.43369E+00
-9.0520E-07,2.42393E+00
-9.0480E-07,2.43857E+00
-9.0440E-07,2.43857E+00
-9.0400E-07,2.43857E+00
-9.0360E-07,2.43857E+00
-9.0320E-07,2.44346E+00
-9.0280E-07,2.44346E+00
-9.0240E-07,2.44834E+00
-9.0200E-07,2.42881E+00
-9.0160E-07,2.44834E+00
-9.0120E-07,2.44346E+00
-9.0080E-07,2.43369E+00
-9.0040E-07,2.43369E+00
-9.0000E-07,2.42393E+00
-8.9960E-07,2.42881E+00
-8.9920E-07,2.41904E+00
-8.9880E-07,2.43369E+00
-8.9840E-07,2.44346E+00
-8.9800E-07,2.44346E+00
-8.9760E-07,2.43857E+00
-8.9720E-07,2.45322E+00
-8.9680E-07,2.44834E+00
-8.9640E-07,2.43857E+00
-8.9600E-07,2.44834E+00
-8.9560E-07,2.45811E+00
-8.9520E-07,2.44834E+00
-8.9480E-07,2.44834E+00
-8.9440E-07,2.45322E+00
-8.9400E-07,2.44346E+00
-8.9360E-07,2.45811E+00
-8.9320E-07,2.45322E+00
-8.9280E-07,2.45811E+00
-8.9240E-07,2.45811E+00
-8.9200E-07,2.45811E+00
-8.9160E-07,2.45322E+00
-8.9120E-07,2.45322E+00
-8.9080E-07,2.45322E+00
-8.9040E-07,2.45322E+00
-8.9000E-07,2.44834E+00
-8.8960E-07,2.46299E+00
-8.8920E-07,2.44834E+00
-8.8880E-07,2.45322E+00
-8.8840E-07,2.45322E+00
-8.8800E-07,2.45322E+00
-8.8760E-07,2.45322E+00
-8.8720E-07,2.44834E+00
-8.8680E-07,2.45811E+00
-8.8640E-07,2.44346E+00
-8.8600E-07,2.45322E+00
-8.8560E-07,2.45322E+00
-8.8520E-07,2.45322E+00
-8.8480E-07,2.45322E+00
-8.8440E-07,2.45322E+00
-8.8400E-07,2.43369E+00
-8.8360E-07,2.43857E+00
-8.8320E-07,2.44834E+00
-8.8280E-07,2.43857E+00
-8.8240E-07,2.45811E+00
-8.8200E-07,2.42881E+00
-8.8160E-07,2.45811E+00
-8.8120E-07,2.44834E+00
-8.8080E-07,2.45811E+00
-8.8040E-07,2.45322E+00
-8.8000E-07,2.44346E+00
-8.7960E-07,2.45322E+00
-8.7920E-07,2.43857E+00
-8.7880E-07,2.44346E+00
-8.7840E-07,2.45322E+00
-8.7800E-07,2.44834E+00
-8.7760E-07,2.44346E+00
-8.7720E-07,2.45811E+00
-8.7680E-07,2.45322E+00
-8.7640E-07,2.45322E+00
-8.7600E-07,2.45811E+00
-8.7560E-07,2.46299E+00
-8.7520E-07,2.45322E+00
-8.7480E-07,2.43369E+00
-8.7440E-07,2.42881E+00
-8.7400E-07,2.44346E+00
-8.7360E-07,2.46299E+00
-8.7320E-07,2.44346E+00
