in s,C1 in V
-2.3100E-08,1.28283E-01
-2.3000E-08,1.25354E-01
-2.2900E-08,1.22424E-01
-2.2800E-08,1.19494E-01
-2.2700E-08,1.17053E-01
-2.2600E-08,1.15588E-01
-2.2500E-08,1.14611E-01
-2.2400E-08,1.13635E-01
-2.2300E-08,1.12658E-01
-2.2200E-08,1.10705E-01
-2.2100E-08,1.08264E-01
-2.2000E-08,1.05334E-01
-2.1900E-08,1.01916E-01
-2.1800E-08,9.89863E-02
-2.1700E-08,9.60566E-02
-2.1600E-08,9.45918E-02
-2.1500E-08,9.31270E-02
-2.1400E-08,9.21504E-02
-2.1300E-08,9.06855E-02
-2.1200E-08,8.92207E-02
-2.1100E-08,8.72676E-02
-2.1000E-08,8.48262E-02
-2.0900E-08,8.23848E-02
-2.0800E-08,7.99434E-02
-2.0700E-08,7.79902E-02
-2.0600E-08,7.60371E-02
-2.0500E-08,7.45723E-02
-2.0400E-08,7.31074E-02
-2.0300E-08,7.16426E-02
-2.0200E-08,7.01777E-02
-2.0100E-08,6.82246E-02
-2.0000E-08,6.62715E-02
-1.9900E-08,6.38301E-02
-1.9800E-08,6.13887E-02
-1.9700E-08,5.89473E-02
-1.9600E-08,5.65059E-02
-1.9500E-08,5.40645E-02
-1.9400E-08,5.16230E-02
-1.9300E-08,4.96699E-02
-1.9200E-08,4.77168E-02
-1.9100E-08,4.67402E-02
-1.9000E-08,4.57637E-02
-1.8900E-08,4.52754E-02
-1.8800E-08,4.47871E-02
-1.8700E-08,4.42988E-02
-1.8600E-08,4.33223E-02
-1.8500E-08,4.18574E-02
-1.8400E-08,3.99043E-02
-1.8300E-08,3.84395E-02
-1.8200E-08,3.69746E-02
-1.8100E-08,3.59980E-02
-1.8000E-08,3.55098E-02
-1.7900E-08,3.50215E-02
-1.7800E-08,3.45332E-02
-1.7700E-08,3.40449E-02
-1.7600E-08,3.30684E-02
-1.7500E-08,3.16035E-02
-1.7400E-08,3.01387E-02
-1.7300E-08,2.91621E-02
-1.7200E-08,2.81855E-02
-1.7100E-08,2.76973E-02
-1.7000E-08,2.76973E-02
-1.6900E-08,2.72090E-02
-1.6800E-08,2.67207E-02
-1.6700E-08,2.62324E-02
-1.6600E-08,2.52559E-02
-1.6500E-08,2.37910E-02
-1.6400E-08,2.28145E-02
-1.6300E-08,2.23262E-02
-1.6200E-08,2.18379E-02
-1.6100E-08,2.18379E-02
-1.6000E-08,2.18379E-02
-1.5900E-08,2.18379E-02
-1.5800E-08,2.13496E-02
