in s,C1 in V
-1.8000E-08,-3.38758E-02
-1.7900E-08,-3.44617E-02
-1.7800E-08,-3.52430E-02
-1.7700E-08,-3.58289E-02
-1.7600E-08,-3.66102E-02
-1.7500E-08,-3.75867E-02
-1.7400E-08,-3.83680E-02
-1.7300E-08,-3.91492E-02
-1.7200E-08,-3.99305E-02
-1.7100E-08,-4.05164E-02
-1.7000E-08,-4.09070E-02
-1.6900E-08,-4.11023E-02
-1.6800E-08,-4.14930E-02
-1.6700E-08,-4.18836E-02
-1.6600E-08,-4.22742E-02
-1.6500E-08,-4.28602E-02
-1.6400E-08,-4.32508E-02
-1.6300E-08,-4.36414E-02
-1.6200E-08,-4.40320E-02
-1.6100E-08,-4.44227E-02
-1.6000E-08,-4.46180E-02
-1.5900E-08,-4.50086E-02
-1.5800E-08,-4.53992E-02
-1.5700E-08,-4.59852E-02
-1.5600E-08,-4.65711E-02
-1.5500E-08,-4.71570E-02
-1.5400E-08,-4.77430E-02
-1.5300E-08,-4.83289E-02
-1.5200E-08,-4.87195E-02
-1.5100E-08,-4.91102E-02
-1.5000E-08,-4.93055E-02
-1.4900E-08,-4.95008E-02
-1.4800E-08,-4.96961E-02
-1.4700E-08,-4.98914E-02
-1.4600E-08,-5.00867E-02
-1.4500E-08,-5.00867E-02
-1.4400E-08,-5.02820E-02
-1.4300E-08,-5.04773E-02
-1.4200E-08,-5.06727E-02
-1.4100E-08,-5.10633E-02
-1.4000E-08,-5.14539E-02
-1.3900E-08,-5.18445E-02
-1.3800E-08,-5.24305E-02
-1.3700E-08,-5.28211E-02
-1.3600E-08,-5.30164E-02
-1.3500E-08,-5.32117E-02
-1.3400E-08,-5.34070E-02
-1.3300E-08,-5.36023E-02
-1.3200E-08,-5.37977E-02
-1.3100E-08,-5.39930E-02
-1.3000E-08,-5.41883E-02
-1.2900E-08,-5.43836E-02
-1.2800E-08,-5.43836E-02
-1.2700E-08,-5.43836E-02
-1.2600E-08,-5.43836E-02
-1.2500E-08,-5.41883E-02
-1.2400E-08,-5.43836E-02
-1.2300E-08,-5.45789E-02
-1.2200E-08,-5.49695E-02
-1.2100E-08,-5.53602E-02
-1.2000E-08,-5.55555E-02
-1.1900E-08,-5.57508E-02
-1.1800E-08,-5.59461E-02
-1.1700E-08,-5.61414E-02
-1.1600E-08,-5.63367E-02
-1.1500E-08,-5.67273E-02
-1.1400E-08,-5.71180E-02
-1.1300E-08,-5.75086E-02
-1.1200E-08,-5.77039E-02
-1.1100E-08,-5.78992E-02
-1.1000E-08,-5.78992E-02
-1.0900E-08,-5.77039E-02
-1.0800E-08,-5.77039E-02
-1.0700E-08,-5.77039E-02
-1.0600E-08,-5.77039E-02
-1.0500E-08,-5.77039E-02
-1.0400E-08,-5.78992E-02
-1.0300E-08,-5.80945E-02
-1.0200E-08,-5.82898E-02
-1.0100E-08,-5.82898E-02
-1.0000E-08,-5.84852E-02
-9.9000E-09,-5.86805E-02
-9.8000E-09,-5.86805E-02
-9.7000E-09,-5.86805E-02
-9.6000E-09,-5.84852E-02
-9.5000E-09,-5.82898E-02
-9.4000E-09,-5.82898E-02
-9.3000E-09,-5.82898E-02
-9.2000E-09,-5.84852E-02
-9.1000E-09,-5.88758E-02
-9.0000E-09,-5.90711E-02
-8.9000E-09,-5.92664E-02
-8.8000E-09,-5.92664E-02
-8.7000E-09,-5.90711E-02
-8.6000E-09,-5.86805E-02
-8.5000E-09,-5.82898E-02
-8.4000E-09,-5.80945E-02
-8.3000E-09,-5.80945E-02
-8.2000E-09,-5.82898E-02
-8.1000E-09,-5.82898E-02
-8.0000E-09,-5.84852E-02
-7.9000E-09,-5.84852E-02
-7.8000E-09,-5.82898E-02
-7.7000E-09,-5.80945E-02
-7.6000E-09,-5.78992E-02
-7.5000E-09,-5.77039E-02
-7.4000E-09,-5.77039E-02
-7.3000E-09,-5.77039E-02
-7.2000E-09,-5.77039E-02
-7.1000E-09,-5.77039E-02
-7.0000E-09,-5.75086E-02
-6.9000E-09,-5.73133E-02
-6.8000E-09,-5.71180E-02
-6.7000E-09,-5.69227E-02
-6.6000E-09,-5.69227E-02
-6.5000E-09,-5.69227E-02
-6.4000E-09,-5.67273E-02
-6.3000E-09,-5.65320E-02
-6.2000E-09,-5.61414E-02
-6.1000E-09,-5.57508E-02
-6.0000E-09,-5.53602E-02
-5.9000E-09,-5.51648E-02
-5.8000E-09,-5.49695E-02
-5.7000E-09,-5.51648E-02
-5.6000E-09,-5.51648E-02
-5.5000E-09,-5.51648E-02
-5.4000E-09,-5.49695E-02
-5.3000E-09,-5.45789E-02
-5.2000E-09,-5.39930E-02
-5.1000E-09,-5.32117E-02
-5.0000E-09,-5.26258E-02
-4.9000E-09,-5.20398E-02
-4.8000E-09,-5.16492E-02
-4.7000E-09,-5.14539E-02
-4.6000E-09,-5.10633E-02
-4.5000E-09,-5.06727E-02
-4.4000E-09,-4.98914E-02
-4.3000E-09,-4.89148E-02
-4.2000E-09,-4.79383E-02
-4.1000E-09,-4.67664E-02
-4.0000E-09,-4.57898E-02
-3.9000E-09,-4.50086E-02
-3.8000E-09,-4.42273E-02
-3.7000E-09,-4.34461E-02
-3.6000E-09,-4.24695E-02
-3.5000E-09,-4.12977E-02
-3.4000E-09,-4.01258E-02
-3.3000E-09,-3.87586E-02
-3.2000E-09,-3.71961E-02
-3.1000E-09,-3.58289E-02
-3.0000E-09,-3.44617E-02
-2.9000E-09,-3.32898E-02
-2.8000E-09,-3.19227E-02
-2.7000E-09,-3.05555E-02
-2.6000E-09,-2.91883E-02
-2.5000E-09,-2.78211E-02
-2.4000E-09,-2.62586E-02
-2.3000E-09,-2.48914E-02
-2.2000E-09,-2.33289E-02
-2.1000E-09,-2.19617E-02
-2.0000E-09,-2.03992E-02
-1.9000E-09,-1.88367E-02
-1.8000E-09,-1.72742E-02
-1.7000E-09,-1.57117E-02
-1.6000E-09,-1.41492E-02
-1.5000E-09,-1.27820E-02
-1.4000E-09,-1.14148E-02
-1.3000E-09,-1.00477E-02
-1.2000E-09,-8.48516E-03
-1.1000E-09,-6.92266E-03
-1.0000E-09,-5.16484E-03
-9.0000E-10,-3.60234E-03
-8.0000E-10,-2.03984E-03
-7.0000E-10,-6.72656E-04
-6.0000E-10,6.94531E-04
-5.0000E-10,2.06172E-03
-4.0000E-10,3.62422E-03
-3.0000E-10,5.18672E-03
-2.0000E-10,6.94453E-03
-1.0000E-10,8.70234E-03
4.0000E-24,1.04602E-02
1.0000E-10,1.20227E-02
2.0000E-10,1.35852E-02
3.0000E-10,1.51477E-02
4.0000E-10,1.65148E-02
5.0000E-10,1.80773E-02
6.0000E-10,1.94445E-02
7.0000E-10,2.10070E-02
8.0000E-10,2.23742E-02
9.0000E-10,2.37414E-02
1.0000E-09,2.51086E-02
1.1000E-09,2.64758E-02
1.2000E-09,2.78430E-02
1.3000E-09,2.92102E-02
1.4000E-09,3.05773E-02
1.5000E-09,3.19445E-02
1.6000E-09,3.29211E-02
1.7000E-09,3.38977E-02
1.8000E-09,3.48742E-02
1.9000E-09,3.56555E-02
2.0000E-09,3.68273E-02
2.1000E-09,3.79992E-02
2.2000E-09,3.93664E-02
2.3000E-09,4.03430E-02
2.4000E-09,4.13195E-02
2.5000E-09,4.19055E-02
2.6000E-09,4.24914E-02
2.7000E-09,4.26867E-02
2.8000E-09,4.32727E-02
2.9000E-09,4.40539E-02
3.0000E-09,4.50305E-02
3.1000E-09,4.60070E-02
3.2000E-09,4.67883E-02
3.3000E-09,4.75695E-02
3.4000E-09,4.79602E-02
3.5000E-09,4.79602E-02
3.6000E-09,4.81555E-02
3.7000E-09,4.83508E-02
3.8000E-09,4.87414E-02
3.9000E-09,4.93273E-02
