in s,C1 in V
1.18000E-08,2.76738E-02
1.20000E-08,3.10918E-02
1.22000E-08,3.45098E-02
1.24000E-08,3.69512E-02
1.26000E-08,3.89043E-02
1.28000E-08,4.03691E-02
1.30000E-08,4.23223E-02
1.32000E-08,4.37871E-02
1.34000E-08,4.47637E-02
1.36000E-08,4.62285E-02
1.38000E-08,4.76934E-02
1.40000E-08,4.91582E-02
1.42000E-08,4.96465E-02
1.44000E-08,5.01348E-02
1.46000E-08,5.11113E-02
1.48000E-08,5.30645E-02
1.50000E-08,5.40410E-02
1.52000E-08,5.40410E-02
1.54000E-08,5.30645E-02
1.56000E-08,5.30645E-02
1.58000E-08,5.45293E-02
1.60000E-08,5.64824E-02
1.62000E-08,5.74590E-02
1.64000E-08,5.69707E-02
1.66000E-08,5.64824E-02
1.68000E-08,5.74590E-02
1.70000E-08,5.99004E-02
1.72000E-08,6.08770E-02
1.74000E-08,5.99004E-02
1.76000E-08,5.84355E-02
1.78000E-08,5.84355E-02
1.80000E-08,6.03887E-02
1.82000E-08,6.23418E-02
1.84000E-08,6.33184E-02
1.86000E-08,6.33184E-02
1.88000E-08,6.33184E-02
1.90000E-08,6.38066E-02
1.92000E-08,6.42949E-02
1.94000E-08,6.47832E-02
1.96000E-08,6.52715E-02
1.98000E-08,6.52715E-02
2.00000E-08,6.52715E-02
2.02000E-08,6.52715E-02
2.04000E-08,6.52715E-02
2.06000E-08,6.47832E-02
2.08000E-08,6.52715E-02
2.10000E-08,6.62480E-02
2.12000E-08,6.72246E-02
2.14000E-08,6.72246E-02
2.16000E-08,6.72246E-02
2.18000E-08,6.72246E-02
2.20000E-08,6.72246E-02
2.22000E-08,6.62480E-02
2.24000E-08,6.57598E-02
2.26000E-08,6.62480E-02
2.28000E-08,6.67363E-02
2.30000E-08,6.62480E-02
2.32000E-08,6.47832E-02
2.34000E-08,6.42949E-02
2.36000E-08,6.42949E-02
2.38000E-08,6.42949E-02
2.40000E-08,6.38066E-02
2.42000E-08,6.38066E-02
2.44000E-08,6.42949E-02
2.46000E-08,6.47832E-02
2.48000E-08,6.38066E-02
2.50000E-08,6.23418E-02
2.52000E-08,6.13652E-02
2.54000E-08,6.13652E-02
2.56000E-08,5.99004E-02
2.58000E-08,5.74590E-02
2.60000E-08,5.55059E-02
2.62000E-08,5.55059E-02
2.64000E-08,5.50176E-02
2.66000E-08,5.25762E-02
2.68000E-08,4.91582E-02
2.70000E-08,4.67168E-02
2.72000E-08,4.42754E-02
2.74000E-08,4.08574E-02
2.76000E-08,3.69512E-02
2.78000E-08,3.45098E-02
2.80000E-08,3.30449E-02
2.82000E-08,3.01152E-02
2.84000E-08,2.57207E-02
2.86000E-08,2.18145E-02
2.88000E-08,1.83965E-02
2.90000E-08,1.49785E-02
2.92000E-08,1.15605E-02
2.94000E-08,8.63086E-03
2.96000E-08,6.18945E-03
2.98000E-08,2.77148E-03
3.00000E-08,-1.13477E-03
3.02000E-08,-5.04102E-03
3.04000E-08,-7.97070E-03
3.06000E-08,-1.04121E-02
3.08000E-08,-1.28535E-02
3.10000E-08,-1.52949E-02
3.12000E-08,-1.87129E-02
3.14000E-08,-2.21309E-02
3.16000E-08,-2.45723E-02
3.18000E-08,-2.60371E-02
3.20000E-08,-2.79902E-02
3.22000E-08,-3.04316E-02
3.24000E-08,-3.28730E-02
3.26000E-08,-3.38496E-02
3.28000E-08,-3.43379E-02
3.30000E-08,-3.53145E-02
3.32000E-08,-3.72676E-02
3.34000E-08,-3.87324E-02
3.36000E-08,-3.97090E-02
3.38000E-08,-4.06855E-02
3.40000E-08,-4.21504E-02
3.42000E-08,-4.31270E-02
3.44000E-08,-4.36152E-02
3.46000E-08,-4.45918E-02
3.48000E-08,-4.60566E-02
3.50000E-08,-4.70332E-02
3.52000E-08,-4.70332E-02
3.54000E-08,-4.65449E-02
3.56000E-08,-4.70332E-02
3.58000E-08,-4.84980E-02
3.60000E-08,-4.99629E-02
3.62000E-08,-5.04512E-02
3.64000E-08,-5.04512E-02
3.66000E-08,-5.09395E-02
3.68000E-08,-5.09395E-02
3.70000E-08,-5.04512E-02
3.72000E-08,-5.04512E-02
3.74000E-08,-5.19160E-02
3.76000E-08,-5.28926E-02
3.78000E-08,-5.28926E-02
3.80000E-08,-5.24043E-02
3.82000E-08,-5.38691E-02
3.84000E-08,-5.53340E-02
3.86000E-08,-5.53340E-02
3.88000E-08,-5.43574E-02
3.90000E-08,-5.38691E-02
3.92000E-08,-5.53340E-02
3.94000E-08,-5.67988E-02
3.96000E-08,-5.72871E-02
3.98000E-08,-5.67988E-02
4.00000E-08,-5.72871E-02
4.02000E-08,-5.82637E-02
4.04000E-08,-5.87520E-02
4.06000E-08,-5.87520E-02
4.08000E-08,-5.82637E-02
4.10000E-08,-5.82637E-02
4.12000E-08,-5.77754E-02
4.14000E-08,-5.67988E-02
4.16000E-08,-5.67988E-02
